image_path,filename,simulation_set,orientation,case_norm,plot,truth_PAI,truth_LAI,truth_Clumping,truth_sim_id,truth_PAIe_hinge,truth_Clumping_hinge
Simulations/Sunny Hemiphotos/RND/Case 020/test1.png,test1.png,Sunny Hemiphotos,RND,Case 020,,1.415,1.25,0.93,20,,
Simulations/Sunny Hemiphotos/RND/Case 020/test2.png,test2.png,Sunny Hemiphotos,RND,Case 020,,1.415,1.25,0.93,20,,
Simulations/Sunny Hemiphotos/RND/Case 020/test3.png,test3.png,Sunny Hemiphotos,RND,Case 020,,1.415,1.25,0.93,20,,
Simulations/Sunny Hemiphotos/RND/Case 020/test4.png,test4.png,Sunny Hemiphotos,RND,Case 020,,1.415,1.25,0.93,20,,
Simulations/Sunny Hemiphotos/RND/Case 020/test5.png,test5.png,Sunny Hemiphotos,RND,Case 020,,1.415,1.25,0.93,20,,
Simulations/Sunny Hemiphotos/RND/Case 020/test6.png,test6.png,Sunny Hemiphotos,RND,Case 020,,1.415,1.25,0.93,20,,
Simulations/Sunny Hemiphotos/RND/Case 020/test7.png,test7.png,Sunny Hemiphotos,RND,Case 020,,1.415,1.25,0.93,20,,
Simulations/Sunny Hemiphotos/RND/Case 020/test8.png,test8.png,Sunny Hemiphotos,RND,Case 020,,1.415,1.25,0.93,20,,
Simulations/Sunny Hemiphotos/RND/Case 020/test9.png,test9.png,Sunny Hemiphotos,RND,Case 020,,1.415,1.25,0.93,20,,
Simulations/Sunny Hemiphotos/RND/Case 021/test0.png,test0.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 021/test1.png,test1.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 021/test2.png,test2.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 021/test3.png,test3.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 021/test4.png,test4.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 021/test5.png,test5.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 021/test6.png,test6.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 021/test7.png,test7.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 021/test8.png,test8.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 021/test9.png,test9.png,Sunny Hemiphotos,RND,Case 021,,1.415,1.25,0.93,21,,
Simulations/Sunny Hemiphotos/RND/Case 022/test0.png,test0.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 022/test1.png,test1.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 022/test2.png,test2.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 022/test3.png,test3.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 022/test4.png,test4.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 022/test5.png,test5.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 022/test6.png,test6.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 022/test7.png,test7.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 022/test8.png,test8.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 022/test9.png,test9.png,Sunny Hemiphotos,RND,Case 022,,0.31,0.25,0.88,22,,
Simulations/Sunny Hemiphotos/RND/Case 023/test0.png,test0.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 023/test1.png,test1.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 023/test2.png,test2.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 023/test3.png,test3.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 023/test4.png,test4.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 023/test5.png,test5.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 023/test6.png,test6.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 023/test7.png,test7.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 023/test8.png,test8.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 023/test9.png,test9.png,Sunny Hemiphotos,RND,Case 023,,0.31,0.25,0.88,23,,
Simulations/Sunny Hemiphotos/RND/Case 024/test0.png,test0.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 024/test1.png,test1.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 024/test2.png,test2.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 024/test3.png,test3.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 024/test4.png,test4.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 024/test5.png,test5.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 024/test6.png,test6.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 024/test7.png,test7.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 024/test8.png,test8.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 024/test9.png,test9.png,Sunny Hemiphotos,RND,Case 024,,4.735,4.0,0.9,24,,
Simulations/Sunny Hemiphotos/RND/Case 025/test0.png,test0.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 025/test1.png,test1.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 025/test2.png,test2.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 025/test3.png,test3.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 025/test4.png,test4.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 025/test5.png,test5.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 025/test6.png,test6.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 025/test7.png,test7.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 025/test8.png,test8.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 025/test9.png,test9.png,Sunny Hemiphotos,RND,Case 025,,4.074999999999999,4.0,0.99,25,,
Simulations/Sunny Hemiphotos/RND/Case 026/test0.png,test0.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 026/test1.png,test1.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 026/test2.png,test2.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 026/test3.png,test3.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 026/test4.png,test4.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 026/test5.png,test5.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 026/test6.png,test6.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 026/test7.png,test7.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 026/test8.png,test8.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 026/test9.png,test9.png,Sunny Hemiphotos,RND,Case 026,,5.074999999999999,5.0,0.99,26,,
Simulations/Sunny Hemiphotos/RND/Case 027/test0.png,test0.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 027/test1.png,test1.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 027/test2.png,test2.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 027/test3.png,test3.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 027/test4.png,test4.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 027/test5.png,test5.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 027/test6.png,test6.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 027/test7.png,test7.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 027/test8.png,test8.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 027/test9.png,test9.png,Sunny Hemiphotos,RND,Case 027,,6.074999999999999,6.0,0.99,27,,
Simulations/Sunny Hemiphotos/RND/Case 028/test0.png,test0.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 028/test1.png,test1.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 028/test2.png,test2.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 028/test3.png,test3.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 028/test4.png,test4.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 028/test5.png,test5.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 028/test6.png,test6.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 028/test7.png,test7.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 028/test8.png,test8.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 028/test9.png,test9.png,Sunny Hemiphotos,RND,Case 028,,7.735,7.0,0.94,28,,
Simulations/Sunny Hemiphotos/RND/Case 029/test0.png,test0.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 029/test1.png,test1.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 029/test2.png,test2.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 029/test3.png,test3.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 029/test4.png,test4.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 029/test5.png,test5.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 029/test6.png,test6.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 029/test7.png,test7.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 029/test8.png,test8.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 029/test9.png,test9.png,Sunny Hemiphotos,RND,Case 029,,3.21,2.85,1.0,29,,
Simulations/Sunny Hemiphotos/RND/Case 030/test0.png,test0.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/Sunny Hemiphotos/RND/Case 030/test1.png,test1.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/Sunny Hemiphotos/RND/Case 030/test2.png,test2.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/Sunny Hemiphotos/RND/Case 030/test3.png,test3.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/Sunny Hemiphotos/RND/Case 030/test4.png,test4.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/Sunny Hemiphotos/RND/Case 030/test5.png,test5.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/Sunny Hemiphotos/RND/Case 030/test6.png,test6.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/Sunny Hemiphotos/RND/Case 030/test7.png,test7.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/Sunny Hemiphotos/RND/Case 030/test8.png,test8.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/Sunny Hemiphotos/RND/Case 030/test9.png,test9.png,Sunny Hemiphotos,RND,Case 030,,3.55,2.2,0.78,30,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 075/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 075,Plot04,2.6,2.6,1.0,75,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 074/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 074,Plot04,4.03,4.0,1.0,74,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 073/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 073,Plot04,1.3,1.25,1.0,73,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 072/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 072,Plot04,2.03,2.0,1.0,72,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 071/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 071,Plot04,2.38,2.25,1.0,71,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test42.png,test42.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test43.png,test43.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test44.png,test44.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test45.png,test45.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test46.png,test46.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test47.png,test47.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test48.png,test48.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 070/Plot04/test49.png,test49.png,DHP - RND - 4000x4000,RND,Case 070,Plot04,3.61,3.5,1.0,70,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 069/Plot04/test40.png,test40.png,DHP - RND - 4000x4000,RND,Case 069,Plot04,4.33,4.2,1.0,69,,
Simulations/DHP - RND - 4000x4000/DHP - RND - 4000x4000/Case 069/Plot04/test41.png,test41.png,DHP - RND - 4000x4000,RND,Case 069,Plot04,4.33,4.2,1.0,69,,
